date,product,sku,quantity,unit_type,price_per_unit,multiplier,owner,repository_slug,username,actions_workflow,notes
2023-06-16,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,delivery-platform,toninis,.github/workflows/ci.yaml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,604,minute,0.032,1.0,mattermost,mattermost,unified-ci-app[bot],.github/workflows/e2e-tests-ci.yml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,187,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-pr.yml,
2023-06-16,Actions,Compute - UBUNTU,41,minute,0.008,1.0,mattermost,enterprise,vish9812,.github/workflows/ci.yml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/esrupgrade.yml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,114,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-master.yml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,enterprise,vish9812,.github/workflows/ci.yml,
2023-06-16,Actions,Compute - UBUNTU,197,minute,0.008,1.0,mattermost,customer-web-server,nickmisasi,.github/workflows/ci.yaml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,43,minute,0.032,1.0,mattermost,mattermost,nickmisasi,.github/workflows/server-ci-pr.yml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,71,minute,0.032,1.0,mattermost,mattermost,agarciamontoro,.github/workflows/ci.yml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,187,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/ci.yml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,61,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,118,minute,0.032,1.0,mattermost,mattermost,wiggin77,.github/workflows/server-ci-pr.yml,
2023-06-16,Actions,Compute - UBUNTU,337,minute,0.008,1.0,mattermost,customer-web-server,yasserfaraazkhan,.github/workflows/ci.yaml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,476,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-pr.yml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/esrupgrade.yml,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,118,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/server-ci-master.yml,
2023-06-16,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-16,Actions,Compute - UBUNTU,27,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-16,Actions,Compute - UBUNTU,31,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-16,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-16,Actions,Compute - UBUNTU_4_CORE,14,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-16,Shared Storage,Shared Storage,3.8124,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-16,Shared Storage,Shared Storage,0.0076,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-16,Shared Storage,Shared Storage,29.0425,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-16,Shared Storage,Shared Storage,2.1197,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-16,Shared Storage,Shared Storage,1.3677,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-17,Actions,Compute - UBUNTU_8_CORE,65,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-pr.yml,
2023-06-17,Actions,Compute - UBUNTU_8_CORE,162,minute,0.032,1.0,mattermost,mattermost,unified-ci-app[bot],.github/workflows/e2e-tests-ci.yml,
2023-06-17,Actions,Compute - UBUNTU_8_CORE,65,minute,0.032,1.0,mattermost,mattermost,pvev,.github/workflows/server-ci-pr.yml,
2023-06-17,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/esrupgrade.yml,
2023-06-17,Actions,Compute - UBUNTU_8_CORE,105,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/server-ci-master.yml,
2023-06-17,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-17,Actions,Compute - UBUNTU,26,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-17,Actions,Compute - UBUNTU,30,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-17,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-17,Actions,Compute - UBUNTU_4_CORE,13,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-17,Shared Storage,Shared Storage,29.4592,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-17,Shared Storage,Shared Storage,1.392,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-17,Shared Storage,Shared Storage,3.7992,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-17,Shared Storage,Shared Storage,2.1123,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-17,Shared Storage,Shared Storage,0.0109,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-18,Actions,Compute - UBUNTU_8_CORE,298,minute,0.032,1.0,mattermost,mattermost,unified-ci-app[bot],.github/workflows/e2e-tests-ci.yml,
2023-06-18,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/esrupgrade.yml,
2023-06-18,Actions,Compute - UBUNTU_8_CORE,116,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/server-ci-master.yml,
2023-06-18,Actions,Compute - UBUNTU_8_CORE,61,minute,0.032,1.0,mattermost,mattermost,MattSilvaa,.github/workflows/server-ci-pr.yml,
2023-06-18,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-18,Actions,Compute - UBUNTU,27,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-18,Actions,Compute - UBUNTU,30,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-18,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-18,Actions,Compute - UBUNTU_4_CORE,15,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-18,Actions,Compute - UBUNTU_8_CORE,73,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/ci.yml,
2023-06-18,Actions,Compute - UBUNTU,7,minute,0.008,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-18,Actions,Compute - UBUNTU,7,minute,0.008,1.0,mattermost,enterprise,unified-ci-app[bot],.github/workflows/mattermost-ci.yml,
2023-06-18,Shared Storage,Shared Storage,0.0109,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-18,Shared Storage,Shared Storage,3.7595,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-18,Shared Storage,Shared Storage,2.0902,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-18,Shared Storage,Shared Storage,29.4592,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-18,Shared Storage,Shared Storage,1.4163,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,689,minute,0.032,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,191,minute,0.032,1.0,mattermost,mattermost,toninis,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU,181,minute,0.008,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,427,minute,0.032,1.0,mattermost,enterprise,unified-ci-app[bot],.github/workflows/mattermost-ci.yml,
2023-06-19,Actions,Compute - UBUNTU,263,minute,0.008,1.0,mattermost,enterprise,unified-ci-app[bot],.github/workflows/mattermost-ci.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,225,minute,0.032,1.0,mattermost,mattermost,unified-ci-app[bot],.github/workflows/e2e-tests-ci.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,126,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU,8,minute,0.008,1.0,mattermost,enterprise,toninis,.github/workflows/mattermost-ci.yml,
2023-06-19,Actions,Compute - UBUNTU,6,minute,0.008,1.0,mattermost,delivery-platform,toninis,.github/workflows/ci.yaml,
2023-06-19,Actions,Compute - UBUNTU,79,minute,0.008,1.0,mattermost,customer-web-server,yasserfaraazkhan,.github/workflows/ci.yaml,
2023-06-19,Actions,Compute - UBUNTU,12,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/auto-merge-deps.yml,
2023-06-19,Actions,Compute - UBUNTU,24,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/test.yml,
2023-06-19,Actions,Compute - UBUNTU,20,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/golangci-lint.yml,
2023-06-19,Actions,Compute - UBUNTU,25,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/build.yml,
2023-06-19,Actions,Compute - UBUNTU_4_CORE,50,minute,0.016,1.0,mattermost,desktop,devinbinnie,.github/workflows/release.yaml,
2023-06-19,Actions,Compute - UBUNTU,140,minute,0.008,1.0,mattermost,customer-web-server,nickmisasi,.github/workflows/ci.yaml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,MattSilvaa,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,64,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,65,minute,0.032,1.0,mattermost,mattermost,pvev,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU_4_CORE,53,minute,0.016,1.0,mattermost,desktop,mattermost-build,.github/workflows/ci.yaml,
2023-06-19,Actions,Compute - UBUNTU_4_CORE,26,minute,0.016,1.0,mattermost,desktop,cpoile,.github/workflows/ci.yaml,
2023-06-19,Actions,Compute - UBUNTU_4_CORE,75,minute,0.016,1.0,mattermost,desktop,devinbinnie,.github/workflows/ci.yaml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,61,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU_4_CORE,15,minute,0.016,1.0,mattermost,mattermost-plugin-playbooks,lieut-data,.github/workflows/ci.yaml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,65,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,167,minute,0.032,1.0,mattermost,mattermost-plugin-playbooks,lieut-data,.github/workflows/ci.yaml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/esrupgrade.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,108,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-master.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,65,minute,0.032,1.0,mattermost,mattermost,fmartingr,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,184,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/esrupgrade.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,fmartingr,.github/workflows/esrupgrade.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,66,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/server-ci-master.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,117,minute,0.032,1.0,mattermost,mattermost,fmartingr,.github/workflows/server-ci-master.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/esrupgrade.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,110,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-master.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,69,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/ci.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,151,minute,0.032,1.0,mattermost,mattermost,devinbinnie,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,58,minute,0.032,1.0,mattermost,mattermost,sinansonmez,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,62,minute,0.032,1.0,mattermost,mattermost,wiggin77,.github/workflows/server-ci-pr.yml,
2023-06-19,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-19,Actions,Compute - UBUNTU,27,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-19,Actions,Compute - UBUNTU,30,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-19,Actions,Compute - UBUNTU,38,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-19,Actions,Compute - UBUNTU_4_CORE,15,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-19,Actions,Compute - UBUNTU_8_CORE,49,minute,0.032,1.0,mattermost,mattermost,toninis,.github/workflows/ci.yml,
2023-06-19,Shared Storage,Shared Storage,1.4406,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-19,Shared Storage,Shared Storage,29.4624,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-19,Shared Storage,Shared Storage,3.7595,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-19,Shared Storage,Shared Storage,0.012,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-19,Shared Storage,Shared Storage,2.0902,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-20,Actions,Compute - UBUNTU_8_CORE,89,minute,0.032,1.0,mattermost,mattermost,toninis,.github/workflows/ci.yml,
2023-06-20,Actions,Compute - UBUNTU,48,minute,0.008,1.0,mattermost,enterprise,unified-ci-app[bot],.github/workflows/mattermost-ci.yml,
2023-06-20,Actions,Compute - UBUNTU_8_CORE,93,minute,0.032,1.0,mattermost,enterprise,unified-ci-app[bot],.github/workflows/mattermost-ci.yml,
2023-06-20,Actions,Compute - UBUNTU_8_CORE,254,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/server-ci-pr.yml,
2023-06-20,Actions,Compute - UBUNTU_8_CORE,39,minute,0.032,1.0,mattermost,mattermost,unified-ci-app[bot],.github/workflows/e2e-tests-ci.yml,
2023-06-20,Actions,Compute - UBUNTU,30,minute,0.008,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-20,Actions,Compute - UBUNTU_8_CORE,166,minute,0.032,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-20,Actions,Compute - UBUNTU_8_CORE,2,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/ci.yml,
2023-06-20,Shared Storage,Shared Storage,0.0016,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-20,Shared Storage,Shared Storage,0.4699,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-20,Shared Storage,Shared Storage,0.3484,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-20,Shared Storage,Shared Storage,4.9105,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-20,Shared Storage,Shared Storage,0.1824,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
